기준일,기준가격,광물종합지수,메이저금속지수,희유금속지수,에너지광물지수,Close,시장전망지표,수급안정화지수,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
2021-06-09,42500.0,2407.51,2494.11,1682.47,2193.115993,1116.8900146484375,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-10,42500.0,2436.46,2523.49,1682.47,2227.469874,1116.4100341796875,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-11,42500.0,2452.92,2519.4,1682.47,2284.482995,1111.260009765625,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-14,42500.0,2498.37,2567.59,1741.94,2315.536776,1115.550048828125,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-15,42500.0,2496.55,2564.67,1741.94,2315.536776,1116.3199462890625,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-16,42500.0,2466.15,2519.22,1741.94,2306.966766,1116.030029296875,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-17,44000.0,2465.57,2507.49,1741.94,2327.100894,1131.949951171875,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-18,44505.0,2460.79,2487.11,1741.94,2350.93189,1133.5400390625,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-21,44485.0,2453.78,2458.01,1805.05,2365.439305,1134.25,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-22,45500.0,2421.02,2414.76,1805.05,2346.259106,1130.3399658203125,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-23,45495.0,2429.37,2417.76,1805.05,2366.351091,1132.510009765625,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-24,45495.0,2459.44,2444.4,1805.05,2409.583868,1132.6099853515625,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-25,45495.0,2489.13,2468.55,1805.05,2456.687567,1130.800048828125,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-28,45480.0,2513.63,2491.65,1805.42,2487.719341,1125.3399658203125,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-29,48500.0,2493.11,2492.77,1805.42,2418.852523,1129.0400390625,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-06-30,48500.0,2502.32,2507.11,1805.42,2419.919773,1130.510009765625,36.33,35.27,20.0,673.0,1060.9,12549.0,-11876.0
2021-07-01,50500.0,2494.02,2514.1,1805.42,2375.352105,1129.5999755859375,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-02,50500.0,2493.49,2498.48,1805.42,2407.809197,1132.4100341796875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-05,50485.0,2502.96,2503.77,1807.76,2428.008622,1129.77001953125,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-06,50480.0,2544.85,2543.48,1807.76,2484.841746,1129.43994140625,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-07,50475.0,2541.78,2565.22,1807.76,2424.752331,1135.47998046875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-08,50470.0,2520.21,2546.72,1807.76,2391.300283,1140.52001953125,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-09,50470.0,2498.54,2499.94,1807.76,2419.27625,1146.280029296875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-12,50455.0,2483.04,2517.43,1831.07,2317.302269,1144.31005859375,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-13,50450.0,2481.49,2507.13,1831.07,2334.107733,1141.0999755859375,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-14,50445.0,2514.99,2525.44,1831.07,2407.953572,1148.699951171875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-15,52495.0,2538.23,2535.96,1831.07,2464.741093,1143.4100341796875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-16,52495.0,2547.13,2537.77,1831.07,2491.772046,1140.1199951171875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-19,52475.0,2578.96,2558.63,1830.13,2556.635952,1141.5,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-20,52475.0,2558.31,2517.42,1830.13,2578.590969,1150.0699462890625,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-21,52470.0,2547.51,2510.53,1830.13,2555.761489,1147.47998046875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-22,52465.0,2548.88,2507.02,1830.13,2569.022356,1148.68994140625,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-23,52465.0,2533.77,2501.36,1830.13,2527.709059,1149.9100341796875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-26,52440.0,2545.53,2514.58,1838.86,2535.536265,1151.1199951171875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-27,52435.0,2572.04,2537.52,1838.86,2576.89248,1151.760009765625,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-28,52430.0,2577.71,2538.39,1838.86,2595.252382,1153.56005859375,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-29,52425.0,2587.24,2542.29,1838.86,2620.553292,1149.4100341796875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-07-30,52425.0,2604.02,2557.98,1838.86,2644.158435,1142.1199951171875,41.86,40.64,262.7,2825.0,747.3,6501.0,-3676.0
2021-08-02,52405.0,2610.78,2543.6,1914.58,2673.203031,1150.9300537109375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-03,52400.0,2609.22,2544.33,1914.58,2665.670605,1149.56005859375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-04,52395.0,2591.61,2525.44,1914.58,2646.86081,1148.5799560546875,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-05,52390.0,2593.79,2516.58,1914.58,2676.439804,1144.06005859375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-06,52390.0,2579.17,2472.15,1914.58,2731.868014,1143.1199951171875,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-09,52365.0,2608.6,2488.82,1962.7,2782.254827,1144.9200439453125,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-10,52360.0,2600.33,2439.91,1962.7,2877.484354,1145.8900146484375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-11,52350.0,2583.19,2425.78,1962.7,2847.914872,1152.47998046875,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-12,52350.0,2588.32,2443.22,1962.7,2820.69045,1152.8499755859375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-13,52350.0,2607.99,2455.74,1962.7,2864.277997,1162.06005859375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-16,52330.0,2611.0,2452.16,2041.3,2854.110341,1161.3800048828125,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-17,52000.0,2623.61,2461.41,2041.3,2878.7109,1164.5,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-18,51995.0,2601.48,2447.03,2041.3,2830.373006,1176.449951171875,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-19,51200.0,2577.31,2398.32,2041.3,2866.540809,1169.6800537109375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-20,51200.0,2483.06,2275.37,2041.3,2830.481325,1175.3900146484375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-23,51180.0,2510.76,2322.36,2099.66,2785.941749,1174.239990234375,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-24,51180.0,2538.97,2341.52,2099.66,2845.26604,1167.6099853515625,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-25,51170.0,2596.59,2394.62,2099.66,2927.846294,1163.469970703125,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-26,50110.0,2620.76,2416.42,2099.66,2964.029745,1163.3299560546875,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-27,50110.0,2629.34,2416.7,2099.66,2998.172553,1170.0,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-08-31,50090.0,2662.62,2444.34,2154.23,3033.416828,1165.510009765625,27.32,26.52,58.6,400.0,1024.9,7968.0,-7569.0
2021-09-01,50500.0,2676.1,2455.73,2154.23,3055.842997,1158.4100341796875,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-02,50505.0,2641.07,2392.1,2154.23,3095.757664,1155.280029296875,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-03,50500.0,2658.01,2394.15,2154.23,3161.084394,1157.1300048828125,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-06,50485.0,2684.49,2405.72,2218.06,3212.962204,1154.75,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-07,50480.0,2668.41,2375.19,2218.06,3238.357383,1155.5400390625,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-08,50480.0,2680.22,2389.91,2218.06,3243.380062,1161.0,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-09,51140.0,2672.46,2373.44,2218.06,3261.448,1166.489990234375,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-10,51135.0,2687.38,2387.02,2218.06,3283.668301,1169.1300048828125,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-13,51125.0,2733.66,2420.01,2316.03,3341.625419,1169.3800048828125,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-14,51120.0,2727.33,2404.78,2316.03,3362.603487,1171.1099853515625,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-15,51115.0,2678.34,2349.07,2316.03,3326.103242,1170.800048828125,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-16,51120.0,2670.9,2337.81,2316.03,3329.842706,1165.219970703125,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-17,51120.0,2627.35,2288.54,2316.03,3297.411589,1174.4200439453125,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-20,52990.0,2638.48,2280.24,2411.36,3337.811379,1181.1099853515625,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-21,52990.0,2572.47,2184.62,2411.36,3362.248059,1186.3199462890625,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-22,52985.0,2568.79,2184.37,2411.36,3345.817516,1182.9200439453125,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-23,52990.0,2665.2,2283.08,2411.36,3446.706322,1181.030029296875,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-24,52990.0,2704.06,2297.02,2411.36,3578.743903,1174.699951171875,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-27,52970.0,2718.9,2310.47,2490.5,3568.230226,1179.199951171875,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-28,52975.0,2780.85,2347.11,2490.5,3729.441066,1176.9599609375,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-29,52975.0,2766.0,2310.0,2490.5,3794.716359,1186.8900146484375,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-09-30,52980.0,2785.21,2318.2,2490.5,3858.290069,1187.4300537109375,28.56,27.73,72.2,625.0,840.7,8786.0,-8160.0
2021-10-01,52980.0,2773.67,2304.04,2490.5,3855.465447,1183.719970703125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-04,52965.0,2801.9,2297.9,2658.27,3948.531138,1180.0,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-05,52960.0,2871.47,2323.32,2658.27,4199.992657,1183.780029296875,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-06,52960.0,2903.94,2307.91,2658.27,4435.604466,1187.1700439453125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-07,52965.0,2823.03,2309.53,2658.27,3983.583046,1191.3800048828125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-08,52965.0,2823.66,2324.36,2658.27,3927.331424,1191.1500244140625,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-11,52950.0,2860.25,2371.28,2668.33,3922.334533,1195.5799560546875,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-12,52950.0,2994.41,2481.41,2668.33,4161.534911,1195.800048828125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-13,55065.0,3015.55,2470.63,2668.33,4309.249994,1196.8900146484375,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-14,55870.0,3007.4,2472.11,2668.33,4261.347698,1186.7099609375,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-15,56070.0,3044.02,2526.23,2668.33,4231.519888,1182.1300048828125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-18,56055.0,3086.64,2589.23,2729.37,4172.874086,1181.7900390625,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-19,56100.0,3073.75,2592.1,2729.37,4099.376487,1185.6800537109375,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-20,56100.0,3045.63,2595.01,2729.37,3953.733357,1175.6500244140625,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-21,56110.0,2961.04,2525.35,2729.37,3804.887731,1174.5899658203125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-22,56220.0,2817.94,2480.0,2729.37,3301.688441,1176.550048828125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-25,56200.0,2837.52,2468.72,2804.61,3393.909454,1176.5400390625,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-26,56200.0,2875.98,2466.62,2804.61,3566.216498,1167.06005859375,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-27,56245.0,2869.24,2454.41,2804.61,3577.118776,1167.3299560546875,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-28,56255.0,2774.2,2393.26,2804.61,3357.565324,1172.1700439453125,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-10-29,56260.0,2696.18,2366.36,2804.61,3105.354499,1167.3699951171875,26.99,12.09,49.0,372.0,614.2,11251.0,-10879.0
2021-11-01,56245.0,2614.23,2341.19,2820.84,2837.303345,1174.3800048828125,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-02,56240.0,2555.86,2320.57,2820.84,2667.345258,1176.5699462890625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-03,56245.0,2513.57,2267.13,2820.84,2651.11042,1178.0400390625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-04,58210.0,2613.69,2296.32,2820.84,2951.937897,1179.3399658203125,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-05,59215.0,2583.23,2275.17,2820.84,2891.25916,1185.8299560546875,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-08,59200.0,2519.6,2189.79,2801.67,2892.293512,1180.5,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-09,59205.0,2570.27,2216.63,2801.67,3019.328699,1199.8599853515625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-10,59200.0,2561.42,2232.35,2801.67,2932.185128,1177.5,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-11,59210.0,2496.75,2188.83,2801.67,2798.482766,1184.1400146484375,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-12,59215.0,2541.76,2239.73,2801.67,2828.943441,1183.1099853515625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-15,59200.0,2527.25,2229.94,2843.66,2787.756915,1179.1099853515625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-16,59200.0,2507.21,2225.56,2843.66,2720.899249,1183.510009765625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-17,61200.0,2495.1,2202.02,2843.66,2740.437351,1184.050048828125,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-18,61255.0,2487.83,2193.87,2843.66,2735.252212,1181.22998046875,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-19,61260.0,2473.06,2157.89,2843.66,2780.998975,1182.9000244140625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-22,61240.0,2519.13,2210.38,2848.79,2808.984332,1191.6300048828125,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-23,62190.0,2569.47,2243.13,2848.79,2914.343809,1189.5,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-24,62845.0,2639.72,2293.91,2848.79,3047.972348,1189.949951171875,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-25,62850.0,2694.7,2320.62,2848.79,3194.04153,1187.8800048828125,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-26,62850.0,2719.05,2334.34,2848.79,3254.07579,1190.219970703125,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-29,62840.0,2623.53,2242.62,2865.76,3134.150094,1194.6099853515625,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-11-30,64190.0,2614.14,2297.73,2865.76,2914.917707,1190.739990234375,21.67,21.03,55.4,471.0,282.7,8597.0,-8126.0
2021-12-01,65495.0,2541.77,2279.83,2865.76,2677.183836,1182.8599853515625,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-02,65850.0,2591.56,2293.91,2865.76,2827.557095,1177.1099853515625,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-03,67195.0,2582.83,2269.65,2865.76,2862.69579,1176.77001953125,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-06,66725.0,2567.71,2268.22,2877.61,2803.314534,1183.1400146484375,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-07,69000.0,2540.28,2252.07,2877.61,2741.867109,1180.56005859375,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-08,69495.0,2608.2,2313.87,2877.61,2831.012199,1176.8399658203125,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-09,69530.0,2636.94,2313.89,2877.61,2943.253783,1172.56005859375,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-10,69525.0,2632.72,2307.08,2877.61,2946.411721,1177.3299560546875,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-13,69515.0,2636.0,2296.12,2919.76,2980.145357,1178.969970703125,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-14,69520.0,2673.44,2341.96,2919.76,2994.35085,1185.0999755859375,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-15,69520.0,2672.39,2316.17,2919.76,3066.693619,1184.22998046875,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-16,69525.0,2646.85,2281.27,2919.76,3068.497682,1184.4000244140625,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-17,70210.0,2722.59,2339.78,2919.76,3201.822483,1186.1500244140625,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-20,70195.0,2760.43,2374.8,2967.51,3236.157931,1186.3900146484375,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-21,70200.0,2769.44,2368.17,2967.51,3295.186062,1190.1199951171875,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-22,70195.0,2796.79,2407.28,2967.51,3285.951927,1191.27001953125,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-23,70205.0,2809.23,2436.45,2967.51,3246.082835,1187.77001953125,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-24,70205.0,2801.47,2452.03,2967.51,3165.598215,1185.5,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-29,70185.0,2771.69,2427.98,3050.71,3092.225321,1187.8499755859375,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-30,70195.0,2734.57,2422.73,3050.71,2958.687539,1183.6700439453125,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
2021-12-31,70195.0,2732.84,2436.65,3050.71,2912.464687,1189.8900146484375,15.73,15.27,56.7,441.0,555.9,10962.0,-10521.0
