±¤Á¾,Ç°¸ñ,´ë·ú,±¹°¡,´ÜÀ§,2011 ¼Òºñ·®,2012 ¼Òºñ·®,2013 ¼Òºñ·®,2014 ¼Òºñ·®,2015 ¼Òºñ·®,2016 ¼Òºñ·®,2017 ¼Òºñ·®,2018 ¼Òºñ·®,2019 ¼Òºñ·®,2020 ¼Òºñ·®,2021 ¼Òºñ·®,2022 ¼Òºñ·®
¾Ë·ç¹Ì´½,refined,EUROPE,Austria,ÃµÅæ,293.867,253.7,201,225.8,220.751,226.106,247.578,260.381,246.674,190.106,198.989,323.272
¾Ë·ç¹Ì´½,refined,EUROPE,Belarus,ÃµÅæ,10.2,10.2,10.2,29.598,21.898,30.197,27.001,27.052,31.673,29.178,39.481,38.997
¾Ë·ç¹Ì´½,refined,EUROPE,Belgium,ÃµÅæ,382.312,344.28,236.78,202.967,231.648,184.982,212.039,233.065,181.368,138.809,204.808,246.109
¾Ë·ç¹Ì´½,refined,EUROPE,Bulgaria,ÃµÅæ,52.188,53.527,60.645,87.027,109.824,110.526,109.522,111.927,119.211,95.958,128.057,127.192
¾Ë·ç¹Ì´½,refined,EUROPE,Croatia,ÃµÅæ,77.771,83.684,76.755,66.065,24.672,52.033,96.463,112.93,136.757,143.869,159.163,135.872
¾Ë·ç¹Ì´½,refined,EUROPE,Czech Republic,ÃµÅæ,173.054,160.59,154.357,147.329,152.171,143.921,142.835,90.579,69.129,23.958,0,0
¾Ë·ç¹Ì´½,refined,EUROPE,Denmark,ÃµÅæ,64.759,55.256,34.5,39.334,62.734,69.6,70.884,67.719,48.243,13.432,9.509,11.983
¾Ë·ç¹Ì´½,refined,EUROPE,Finland,ÃµÅæ,37.175,32.17,33.007,36.964,36.272,37.133,41.203,41.824,35.433,34.831,42.271,37.798
¾Ë·ç¹Ì´½,refined,EUROPE,France,ÃµÅæ,583.9,546.245,588.107,693.843,655.998,731.56,706.904,692.537,671.362,585.195,659.282,619.684
¾Ë·ç¹Ì´½,refined,EUROPE,Germany,ÃµÅæ,2103.344,2085.629,2082.96,2289.476,2163.247,2197.239,2159.921,2139.248,1988.308,1808,2111,2056.8
¾Ë·ç¹Ì´½,refined,EUROPE,Greece,ÃµÅæ,221.682,234.515,253.893,250.744,247.243,291.057,385.293,399.844,366.075,410.12,446.023,481.577
¾Ë·ç¹Ì´½,refined,EUROPE,Hungary,ÃµÅæ,245.259,221.597,179.138,203.32,215.539,219.999,251.233,232.475,193.61,138.468,192.794,195.335
¾Ë·ç¹Ì´½,refined,EUROPE,Ireland,ÃµÅæ,0.84,0.84,0.84,0.84,0.794,2.036,1.061,0.642,1.741,1.592,9.539,9.259
¾Ë·ç¹Ì´½,refined,EUROPE,Italy,ÃµÅæ,994.403,751.788,709.12,810.463,800.926,908.805,924.155,950.527,938.394,768.121,950.254,1054.396
¾Ë·ç¹Ì´½,refined,EUROPE,Macedonia,ÃµÅæ,1.942,2.329,2.809,3.027,3.93,4.592,5.185,6.426,5.353,4.749,5.309,5.603
¾Ë·ç¹Ì´½,refined,EUROPE,Netherlands,ÃµÅæ,146.4,146.4,146.4,146.4,146.4,146.4,112.8,112.8,112.8,112.8,104,60
¾Ë·ç¹Ì´½,refined,EUROPE,Norway,ÃµÅæ,180,180,222.015,187.563,222.63,240,240,222.587,249.6,231.324,276,252
¾Ë·ç¹Ì´½,refined,EUROPE,Poland,ÃµÅæ,266.842,282.417,148.413,147.833,192.372,229.532,234.69,288.192,281.729,283.401,278.712,276.311
¾Ë·ç¹Ì´½,refined,EUROPE,Portugal,ÃµÅæ,75.811,64.902,61.882,73.227,94.984,106.951,113.695,109.994,110.537,98.479,123.245,114.521
¾Ë·ç¹Ì´½,refined,EUROPE,Romania,ÃµÅæ,190.206,177.306,194.505,217.494,213.014,218.295,223.871,224.817,232.48,222.88,238.058,187.797
¾Ë·ç¹Ì´½,refined,EUROPE,Russia,ÃµÅæ,685,685,684.96,667.83,692,684.96,684.96,696,696,616,600,600
¾Ë·ç¹Ì´½,refined,EUROPE,Serbia,ÃµÅæ,142.469,128.694,105.892,101.077,101.142,94.988,91.024,109.179,103.659,48.357,72.737,58.547
¾Ë·ç¹Ì´½,refined,EUROPE,Slovakia,ÃµÅæ,29.453,28.8,28.8,28.8,28.8,28.8,29.828,108.686,103.195,86.737,115.958,54.093
¾Ë·ç¹Ì´½,refined,EUROPE,Slovenia,ÃµÅæ,136.864,133.237,197.08,146.363,134.579,123.404,120.108,114.483,75.281,68.255,68.883,74.907
¾Ë·ç¹Ì´½,refined,EUROPE,Spain,ÃµÅæ,597.824,566.595,595.491,727.457,563.947,686.061,710.487,793.746,737.749,673.425,806.929,483.15
¾Ë·ç¹Ì´½,refined,EUROPE,Sweden,ÃµÅæ,136.672,115.508,90.542,141.184,112.781,143.474,147.958,142.037,87.234,93.002,133.424,112.208
¾Ë·ç¹Ì´½,refined,EUROPE,Switzerland,ÃµÅæ,237.793,218.42,223.223,251.718,300.353,322.919,315.854,210.417,218.303,170.947,215.391,240.64
¾Ë·ç¹Ì´½,refined,EUROPE,Ukraine,ÃµÅæ,31.764,29.807,32.255,15.257,7.365,9.608,13.957,14.632,12.058,7.322,2.947,0
¾Ë·ç¹Ì´½,refined,EUROPE,United Kingdom,ÃµÅæ,270,270,270,270,270,241.2,241.2,180,180,171,180,180
¾Ë·ç¹Ì´½,refined,EUROPE,Other Europe,ÃµÅæ,84,84,84,92.64,92.64,81.36,99.24,109.2,210.5,137.1,187.8,312.2
¾Ë·ç¹Ì´½,refined,AFRICA,Algeria,ÃµÅæ,4.272,5.734,11.105,14.324,15.102,17.392,23.319,20.903,1.433,3.673,3.348,1.33
¾Ë·ç¹Ì´½,refined,AFRICA,Cameroon,ÃµÅæ,22.54,11.235,11.4,11.4,11.4,11.4,11.4,11.4,24.537,22.514,17.692,18.384
¾Ë·ç¹Ì´½,refined,AFRICA,Egypt,ÃµÅæ,264.376,324.869,254.283,232.95,260.397,224.864,220.096,273.972,243.693,102.953,146.4,206.188
¾Ë·ç¹Ì´½,refined,AFRICA,Ghana,ÃµÅæ,18,18,14.364,14.16,13.552,9.913,9.702,3.48,0.6,7.901,16.579,14.4
¾Ë·ç¹Ì´½,refined,AFRICA,Morocco,ÃµÅæ,25.041,21.012,21.94,23.792,26.473,37.552,47.035,48.288,68.873,78.019,130.311,147.452
¾Ë·ç¹Ì´½,refined,AFRICA,Nigeria,ÃµÅæ,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.72,15.6,12,15.6,15.6
¾Ë·ç¹Ì´½,refined,AFRICA,South Africa,ÃµÅæ,259.362,233.255,256.402,234.32,221.159,244.789,230.371,243.583,222.238,166.758,223.098,158.763
¾Ë·ç¹Ì´½,refined,AFRICA,Other Africa,ÃµÅæ,29.1,29.1,29.1,34.268,34.32,34.32,34.32,36.4,24.1,28.9,19.8,21.9
¾Ë·ç¹Ì´½,refined,ASIA,Bahrain,ÃµÅæ,400,450,450,450,450,450,450,450,456,474,392,240
¾Ë·ç¹Ì´½,refined,ASIA,Bangladesh,ÃµÅæ,29.185,49.691,52.152,55.268,72.75,76.701,83.474,92.089,105.2,87.8,60.5,54.1
¾Ë·ç¹Ì´½,refined,ASIA,China,ÃµÅæ,19638.963,22585.394,26442.923,28003.298,31068.071,32562.841,31907.962,35520.746,36175.078,39114.024,40980.452,41940.667
¾Ë·ç¹Ì´½,refined,ASIA,Hong Kong,ÃµÅæ,26.499,32.689,35.126,24.508,23.657,25.549,30.96,20.755,25.523,16.754,24.815,10.486
¾Ë·ç¹Ì´½,refined,ASIA,India,ÃµÅæ,1569.173,1689.955,1558.723,1655.094,1521.482,2201.514,2253.285,1750.005,1939.614,1669.51,1532.979,1868.893
¾Ë·ç¹Ì´½,refined,ASIA,Indonesia,ÃµÅæ,485.231,539.792,490.702,407.316,444.143,502.008,517.761,438.02,430.742,244.212,351.22,285.797
¾Ë·ç¹Ì´½,refined,ASIA,Iran,ÃµÅæ,271.517,300.72,211.633,257.779,281.52,273.858,296.8,268.599,229.631,414.964,339.373,331.852
¾Ë·ç¹Ì´½,refined,ASIA,Israel,ÃµÅæ,66.888,61.31,66.675,61.2,55,41.359,53.317,57.967,49.282,44.412,77.55,67.223
¾Ë·ç¹Ì´½,refined,ASIA,Japan,ÃµÅæ,1945.801,1981.59,1771.825,2033.703,1778.716,1741.648,1949.571,1978.636,1765.122,1432.939,1741.06,1716.2
¾Ë·ç¹Ì´½,refined,ASIA,Malaysia,ÃµÅæ,296.354,189.443,154.623,276.948,482.3,276.041,287.561,363.66,569.337,853.555,655.2,240
¾Ë·ç¹Ì´½,refined,ASIA,North Korea,ÃµÅæ,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
¾Ë·ç¹Ì´½,refined,ASIA,Philippines,ÃµÅæ,29.312,25.266,24.19,29.039,30.55,37.325,40.602,44.722,37.837,20.886,28.816,15.523
¾Ë·ç¹Ì´½,refined,ASIA,Saudi Arabia,ÃµÅæ,125,150,150,162,273.936,267.123,378,507.841,598.621,649.604,710.446,676.37
¾Ë·ç¹Ì´½,refined,ASIA,Singapore,ÃµÅæ,60,60,60,45.927,37.781,38.398,51.063,51.06,51.06,51.06,51.06,51.06
¾Ë·ç¹Ì´½,refined,ASIA,South Korea,ÃµÅæ,1233.309,1278.49,1241.119,1282.288,1365.766,1453.087,1420.196,1151.176,1157.481,1062.228,1212.106,1230.311
¾Ë·ç¹Ì´½,refined,ASIA,Taiwan,ÃµÅæ,431.517,418.931,464.866,532.98,540.489,510.438,478.522,575.396,523.45,686.396,516.907,512.472
¾Ë·ç¹Ì´½,refined,ASIA,Thailand,ÃµÅæ,404.424,478.901,508.19,462.485,493.364,575.405,654.187,675.561,646.431,471.815,618.29,508.901
¾Ë·ç¹Ì´½,refined,ASIA,Turkey,ÃµÅæ,870.173,924.909,866.953,915.351,951.548,949.47,960.711,953.603,970.871,1062,1563.92,1408.296
¾Ë·ç¹Ì´½,refined,ASIA,United Arab Emirates,ÃµÅæ,750,835,835,834.96,780.38,834.96,834.96,834.96,834.96,793.74,780,780
¾Ë·ç¹Ì´½,refined,ASIA,Vietnam,ÃµÅæ,101.88,101.88,101.88,101.88,101.88,150,200,206.326,261.037,266.1,330.9,199.8
¾Ë·ç¹Ì´½,refined,ASIA,Other Asia,ÃµÅæ,168,168,168,196.184,196.2,196.2,216,295,228.5,200.6,151.4,161.6
¾Ë·ç¹Ì´½,refined,AMERICA,Argentina,ÃµÅæ,138.177,117.776,126.437,123.934,146.056,99.225,106.73,94.096,82.91,92.142,118.452,131.078
¾Ë·ç¹Ì´½,refined,AMERICA,Brazil,ÃµÅæ,1077.111,1021.376,988.245,1026.911,801.18,764.151,867.587,872.8,892.455,843.484,1135.265,816.338
¾Ë·ç¹Ì´½,refined,AMERICA,Canada,ÃµÅæ,638.665,502.537,473.972,530.914,541.363,584.27,433.791,508.899,500,443.34,515.688,500.162
¾Ë·ç¹Ì´½,refined,AMERICA,Colombia,ÃµÅæ,23.086,22.801,32.597,45.564,50.984,29.468,27.037,31.976,27.134,18.648,26.021,23.795
¾Ë·ç¹Ì´½,refined,AMERICA,Mexico,ÃµÅæ,151,137.1,144.6,211.625,183.9,207.7,231.1,256.63,253.1,247.7,349.4,383
¾Ë·ç¹Ì´½,refined,AMERICA,Uruguay,ÃµÅæ,5.272,3.603,3.695,3.279,2.249,2.274,3.418,3.998,3.733,4.237,5.421,4.385
¾Ë·ç¹Ì´½,refined,AMERICA,U.S.A.,ÃµÅæ,4059.999,4875.069,4632.07,5250.052,5324.96,5120.787,5701.597,4674.445,4891.234,4314.475,4676.028,4935.089
¾Ë·ç¹Ì´½,refined,AMERICA,Venezuela,ÃµÅæ,243.824,190.093,186.615,104.842,79.977,82.723,108.059,31.034,12,6,6,6
¾Ë·ç¹Ì´½,refined,AMERICA,Other America,ÃµÅæ,66.192,77.627,73.888,53.938,57.782,54.584,54.903,42.6,44.3,71,51.9,45
¾Ë·ç¹Ì´½,refined,OCEANIA,Australia,ÃµÅæ,276.309,233.216,284.042,300.592,199.332,267.149,240,188.16,179.488,234.145,250.933,193.2
¾Ë·ç¹Ì´½,refined,OCEANIA,New Zealand,ÃµÅæ,78.8,78.8,78.82,78.84,78.76,97.853,96.108,106.8,106.8,101.76,104.452,123.2
Ä«µå¹Å,refined,EUROPE,Belgium,Åæ,2000,1500,1000,1885.8,606.9,606.9,606.9,606.9,606.9,606.9,606.9,606.9
Ä«µå¹Å,refined,EUROPE,France,Åæ,100,100,100,100,100,100,100,100,100,100,100,100
Ä«µå¹Å,refined,EUROPE,Germany,Åæ,100,75,75,75,75,75,75,75,75,75,75,75
Ä«µå¹Å,refined,EUROPE,Italy,Åæ,100,50,50,50,50,50,50,50.04,50.04,50.04,50.04,50.04
Ä«µå¹Å,refined,EUROPE,Poland,Åæ,527,240,412,402,369,298,298,298,298,298,298,298
Ä«µå¹Å,refined,EUROPE,Serbia,Åæ,30,30,30,30,30,30,30,30,30,30,30,30
Ä«µå¹Å,refined,EUROPE,Sweden,Åæ,1087.3,1147.7,988,987.6,987.6,1016.015,1142.787,971.799,957.899,1032.161,1006.655,1270.8
Ä«µå¹Å,refined,EUROPE,United Kingdom,Åæ,20,10,10,10,10,10,10,10,10,10,10,10
Ä«µå¹Å,refined,EUROPE,Other Europe,Åæ,40,40,40,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96,39.96
Ä«µå¹Å,refined,AFRICA,Africa Total,Åæ,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4
Ä«µå¹Å,refined,ASIA,China,Åæ,13946,14000,17857,18060,17871,17365,16582,13534,10886,8692.123,8693.008,8692.9
Ä«µå¹Å,refined,ASIA,India,Åæ,350.361,483.155,472.719,400.96,256.975,523.35,467.614,468.45,470.43,470.514,471.361,462.796
Ä«µå¹Å,refined,ASIA,Japan,Åæ,1734.534,1840.786,1038.2,1879.116,1949.649,1972.622,2189.223,1836.972,1797.076,1974.704,1941.229,1651.2
Ä«µå¹Å,refined,ASIA,South Korea,Åæ,2963,2958,3958.1,3958.1,3958.1,3995.061,3995.099,4900.11,4496.213,4495.908,4495.389,4495.4
Ä«µå¹Å,refined,ASIA,Other Asia,Åæ,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8
Ä«µå¹Å,refined,AMERICA,Brazil,Åæ,176,176,176,176,176,176,176,176,176,176,176,176
Ä«µå¹Å,refined,AMERICA,Canada,Åæ,126.157,126.327,129.354,119.333,116.605,202.548,197.496,140.71,144.954,177.801,166.766,247.435
Ä«µå¹Å,refined,AMERICA,Mexico,Åæ,159,159,159,159,159,159,159,159,159,159,159,159
Ä«µå¹Å,refined,AMERICA,U.S.A.,Åæ,490,476.282,670.959,490.605,379.617,630.007,629.991,630.213,630.322,1510.276,1510.062,1510
Ä«µå¹Å,refined,AMERICA,Other America,Åæ,72,72,72,72,72,72,72,72,72,72,72,72
Ä«µå¹Å,refined,OCEANIA,Australia,Åæ,24,24,24,24,24,24,24,24,24,24,24,24
µ¿,refined,EUROPE,Albania,ÃµÅæ,0.3,0.3,0.3,0.3,0.005,0,0,0,0,0,0,0
µ¿,refined,EUROPE,Austria,ÃµÅæ,34,27,27,27,35.783,35.561,34.8,34.8,34.8,34.8,34.8,34.8
µ¿,refined,EUROPE,Belgium,ÃµÅæ,240.873,225.724,217.976,243.436,288.798,251.126,190.787,243.547,230.736,230.552,258.593,280.761
µ¿,refined,EUROPE,Bulgaria,ÃµÅæ,49.1,29.589,42.521,52.22,36.015,50.602,72.752,69.821,70.206,61.926,63.538,65.353
µ¿,refined,EUROPE,Czech Republic,ÃµÅæ,2.4,2.4,0.6,0.6,0.47,0.838,1.107,1.356,1.812,1.763,2.231,2.782
µ¿,refined,EUROPE,Denmark,ÃµÅæ,0.035,0.087,0.18,0.066,0.083,0.099,0.077,0.041,0.036,0.012,0.037,0.024
µ¿,refined,EUROPE,Finland,ÃµÅæ,85.518,71.928,68.082,68.07,68.886,76.404,62.183,67.647,62.726,43.777,74.421,84.546
µ¿,refined,EUROPE,France,ÃµÅæ,183.111,178.027,200.619,206.724,182.285,195.939,209.529,201.015,199.32,172.394,171.276,159.988
µ¿,refined,EUROPE,Germany,ÃµÅæ,1246.979,1110.321,1122.76,1162.229,1218.92,1243.084,1180.199,1200.32,1017.363,1053.97,972.43,1013.687
µ¿,refined,EUROPE,Greece,ÃµÅæ,49.155,50.605,53.39,54.347,59.579,73.865,81.735,61.357,65.2,71.137,70.972,67.347
µ¿,refined,EUROPE,Hungary,ÃµÅæ,1.291,2.416,0.3,0.05,0.12,0.585,1.057,0.62,0.416,0.476,0.665,0.57
µ¿,refined,EUROPE,Ireland,ÃµÅæ,0.005,0.221,0.402,0.308,0.155,0.267,0.29,0.034,0.003,0.026,0.06,0.06
µ¿,refined,EUROPE,Italy,ÃµÅæ,607.934,570.026,551.605,625.072,612.96,595.975,635.099,552.11,555.744,475.102,610.968,643.061
µ¿,refined,EUROPE,Netherlands,ÃµÅæ,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4
µ¿,refined,EUROPE,Norway,ÃµÅæ,0,0,0,0,0.277,0,0.487,0.48,0.48,0.48,0.48,0.48
µ¿,refined,EUROPE,Poland,ÃµÅæ,251.086,247.93,238.557,277.364,280.392,283.885,274.182,295.991,286.637,286.093,302.227,307.696
µ¿,refined,EUROPE,Portugal,ÃµÅæ,4.574,4.643,5.002,7.537,12.967,15.2,15.583,12.585,9.071,5.935,0.475,0.613
µ¿,refined,EUROPE,Romania,ÃµÅæ,1.056,0.582,0.584,0.533,2.56,3.266,0.922,1.207,0.857,0.674,1.935,1.526
µ¿,refined,EUROPE,Russia,ÃµÅæ,587.181,651.91,664.804,611.349,329.52,370.801,385.349,386.714,355.194,358.342,420,420
µ¿,refined,EUROPE,Serbia,ÃµÅæ,47.146,35.412,25.251,18.447,22.504,20.23,16.001,16.441,14.1,15.566,16.51,18.272
µ¿,refined,EUROPE,Slovakia,ÃµÅæ,2.226,4.219,0.48,0.3,6.665,17.742,16.198,18.294,19.923,24.513,20.741,10.54
µ¿,refined,EUROPE,Spain,ÃµÅæ,329.735,307.338,298.293,311.297,333.725,311.742,339.548,358.457,364.946,348.973,337.702,356.019
µ¿,refined,EUROPE,Sweden,ÃµÅæ,158.223,139.509,121.809,118.075,123.856,128.392,133.577,121.664,147.965,114.913,136.017,110.959
µ¿,refined,EUROPE,Switzerland,ÃµÅæ,2.29,1.99,2.1,2.081,1.71,1.595,1.39,1.343,0.684,0.453,0.684,0.885
µ¿,refined,EUROPE,Ukraine,ÃµÅæ,16.443,22.389,16.003,12.352,11.623,21.112,24.258,21.613,26.264,21.83,24.67,25.674
µ¿,refined,EUROPE,United Kingdom,ÃµÅæ,22.8,22.8,22.8,22.8,23.026,21.895,19.032,18,18,14.4,14.4,14.4
µ¿,refined,EUROPE,Other Europe,ÃµÅæ,5.2,5.2,5.2,5.2,6.676,10.528,12.522,14.519,14.4,10.8,10.08,10.1
µ¿,refined,AFRICA,Algeria,ÃµÅæ,0.155,0.61,0.245,0.049,0.451,0.626,0.984,1.862,2.4,0.42,0.42,0.42
µ¿,refined,AFRICA,Egypt,ÃµÅæ,126.534,132.073,84.476,63.261,95.632,72.54,58.439,88.181,81.532,108,108,108
µ¿,refined,AFRICA,South Africa,ÃµÅæ,87.427,89.824,85.082,52.102,57.477,40.449,35.232,21.6,21.6,21.6,21.6,21.6
µ¿,refined,AFRICA,Tunisia,ÃµÅæ,0.48,0.2,0.24,0.24,0.24,0,0,0,0,0,0,0
µ¿,refined,AFRICA,Zambia,ÃµÅæ,12,12,12,12,12,12,12,12,12,12,12,12
µ¿,refined,AFRICA,Zimbabwe,ÃµÅæ,3.903,3,5.16,3.602,4.734,5.887,5.869,5.981,6,6,6,6
µ¿,refined,AFRICA,Other Africa,ÃµÅæ,6,6,6,6,6,6,6,6,6,4.5,4.2,4.2
µ¿,refined,ASIA,China,ÃµÅæ,7880.807,8895.604,9830.099,11302.743,11353.089,11642.23,11790.487,12482.256,12799.538,14527.363,13885.185,14837.595
µ¿,refined,ASIA,Hong Kong,ÃµÅæ,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
µ¿,refined,ASIA,India,ÃµÅæ,402.243,455.79,423.281,434.237,491.426,499.266,485.615,512.376,526.718,431.748,502.642,680.184
µ¿,refined,ASIA,Indonesia,ÃµÅæ,214.173,244.185,243.869,244.679,228.983,202.989,219.662,230.723,179.828,166.1,167.045,185.367
µ¿,refined,ASIA,Iran,ÃµÅæ,191.091,198.5,176,148.258,156.848,94.61,114.061,122.447,122.4,122.4,122.4,122.4
µ¿,refined,ASIA,Japan,ÃµÅæ,1003.312,984.962,996.365,1072.386,997.483,972.689,997.953,1039.206,1010.656,890.7,909.393,892.016
µ¿,refined,ASIA,Kazakhstan,ÃµÅæ,40.367,55.2,55.2,55.2,44.838,16.955,26.208,24,38.43,34.588,34.6,34.6
µ¿,refined,ASIA,Kuwait,ÃµÅæ,12.194,12,12,12,13.457,21.664,30.322,16.337,14.622,2.4,2.4,2.4
µ¿,refined,ASIA,Laos,ÃµÅæ,15.771,4.704,9.2,3.326,3.249,1.678,1.68,1.68,1.68,1.68,1.68,1.68
µ¿,refined,ASIA,Malaysia,ÃµÅæ,207.16,188.983,182.9,161.326,239.01,242.401,261.125,204.269,279.546,132.518,224.23,269.811
µ¿,refined,ASIA,Myanmar,ÃµÅæ,8.503,4.046,4.2,4.2,4.2,4.2,4.2,4.2,4.2,3.75,3.6,3.6
µ¿,refined,ASIA,North Korea,ÃµÅæ,12,12,13.3,12,12,12,12,12,12,12,12,12
µ¿,refined,ASIA,Pakistan,ÃµÅæ,8.124,8.16,7.68,7.2,5.284,15.238,10.182,12,12,12,12,12
µ¿,refined,ASIA,Philippines,ÃµÅæ,34,43.74,79.934,73.054,95.99,18.4,24,24,24,24,24,24
