기간,품목명,국가명,수출중량(톤),수출금액(천불),수입중량(톤),수입금액(천불)
2021,토상흑연,베트남,1,15,0,0
2021,토상흑연,스리랑카,0,0,171,580
2021,토상흑연,스웨덴,0,0,0,0
2021,토상흑연,스페인,,,,
2021,토상흑연,싱가포르,,,,
2021,토상흑연,UAE,0,0,0,0
2021,토상흑연,영국,0,0,32,197
2021,토상흑연,오스트리아,0,0,2,12
2021,토상흑연,이탈리아,0,0,0,0
2021,토상흑연,인도,1,9,0,0
2021,토상흑연,인도네시아,7,4,0,0
2021,토상흑연,일본,0,0,121,390
2021,토상흑연,중국,309,922,39448,85453
2021,토상흑연,체코공화국,0,0,0,0
2021,토상흑연,캐나다,0,0,0,2
2021,토상흑연,태국,22,35,0,0
2021,토상흑연,튀르키예,,,,
2021,토상흑연,폴란드,0,0,0,0
2021,토상흑연,프랑스,0,0,0,0
2021,토상흑연,호주,0,0,0,0
2021,토상흑연,홍콩,0,0,0,0
2022,토상흑연,대만,0,0,0,30
2022,토상흑연,독일,0,0,89,453
2022,토상흑연,말레이시아,0,0,0,0
2022,토상흑연,멕시코,0,0,0,0
2022,토상흑연,미국,0,6,727,4888
2022,토상흑연,방글라데시,0,2,0,0
2022,토상흑연,베트남,2,55,0,0
2022,토상흑연,스리랑카,0,0,135,483
2022,토상흑연,스웨덴,0,0,0,0
2022,토상흑연,스페인,0,0,0,1
2022,토상흑연,싱가포르,0,0,0,0
2022,토상흑연,UAE,,,,
2022,토상흑연,영국,0,0,41,153
2022,토상흑연,오스트리아,0,0,1,6
2022,토상흑연,이탈리아,,,,
2022,토상흑연,인도,1,2,2,2
2022,토상흑연,인도네시아,8,12,0,0
2022,토상흑연,일본,0,0,118,363
2022,토상흑연,중국,98,722,34927,106150
2022,토상흑연,체코공화국,0,0,0,1
2022,토상흑연,캐나다,0,0,0,1
2022,토상흑연,태국,2,10,0,0
2022,토상흑연,튀르키예,0,0,0,0
2022,토상흑연,폴란드,,,,
2022,토상흑연,프랑스,,,,
2022,토상흑연,호주,0,0,0,0
2022,토상흑연,홍콩,,,,
2021,인상흑연,대만,0,113,0,0
2021,인상흑연,독일,0,0,1104,3578
2021,인상흑연,마다가스카르,0,0,18,9
2021,인상흑연,말레이시아,,,,
2021,인상흑연,모잠비크,,,,
2021,인상흑연,미국,0,0,9,54
2021,인상흑연,베트남,,,,
2021,인상흑연,브라질,0,0,101,291
2021,인상흑연,싱가포르,0,49,0,0
2021,인상흑연,영국,0,0,1,4
2021,인상흑연,오만,0,0,0,0
2021,인상흑연,오스트리아,0,0,2,8
2021,인상흑연,인도네시아,,,,
2021,인상흑연,일본,0,0,98,515
2021,인상흑연,중국,40,227,10047,11563
2021,인상흑연,캐나다,0,0,15,67
2021,인상흑연,태국,11,47,0,0
2021,인상흑연,프랑스,0,0,0,0
2021,인상흑연,핀란드,,,,
2022,인상흑연,대만,0,207,0,0
2022,인상흑연,독일,10,19,116,561
2022,인상흑연,마다가스카르,0,0,58,53
2022,인상흑연,말레이시아,0,0,0,0
2022,인상흑연,모잠비크,0,0,128,89
2022,인상흑연,미국,0,0,11,90
2022,인상흑연,베트남,0,87,0,0
2022,인상흑연,브라질,0,0,26,80
2022,인상흑연,싱가포르,0,26,0,0
2022,인상흑연,영국,0,0,2,7
2022,인상흑연,오만,,,,
2022,인상흑연,오스트리아,0,0,4,24
2022,인상흑연,인도네시아,0,1,0,0
2022,인상흑연,일본,0,0,80,348
2022,인상흑연,중국,73,415,11935,16931
2022,인상흑연,캐나다,0,0,25,123
2022,인상흑연,태국,0,0,0,0
2022,인상흑연,프랑스,0,0,0,0
2022,인상흑연,핀란드,0,0,8,11
2021,형석,남아프리카공화국,0,0,0,0
2021,형석,네덜란드,0,0,0,6
2021,형석,대 만,,,,
2021,형석,멕시코,0,0,22672,8537
2021,형석,모잠비크,0,0,0,0
2021,형석,몽 골,0,0,2702,939
2021,형석,미 국,0,0,0,3
2021,형석,베 트 남,0,0,0,0
2021,형석,스 웨 덴,0,0,13,47
2021,형석,싱가포르,0,0,0,0
2021,형석,아프가니스탄,0,0,1153,570
2021,형석,이탈리아,0,0,0,0
2021,형석,일 본,0,0,3250,1165
2021,형석,중 국,249,146,36256,16024
2021,형석,태국,0,0,0,0
2021,형석,파키스탄,0,0,13789,3510
2021,형석,피지,,,,
2022,형석,남아프리카공화국,,,,
2022,형석,네덜란드,0,0,0,1
2022,형석,대 만,0,0,0,0
2022,형석,멕시코,0,0,9975,4126
2022,형석,모잠비크,,,,
2022,형석,몽 골,0,0,2149,888
2022,형석,미 국,,,,
2022,형석,베 트 남,,,,
2022,형석,스 웨 덴,0,0,15,49
2022,형석,싱가포르,,,,
2022,형석,아프가니스탄,0,0,1101,636
2022,형석,이탈리아,,,,
2022,형석,일 본,0,0,3162,1246
2022,형석,중 국,157,142,33738,14984
2022,형석,태국,0,0,110,42
2022,형석,파키스탄,0,0,5831,1353
2022,형석,피지,2,3,0,0
2021,석회석류,과테말라,0,0,41,23
2021,석회석류,그 리 스,0,0,0,0
2021,석회석류,남아프리카공화국,,,,
2021,석회석류,네덜란드,0,0,0,0
2021,석회석류,노르웨이,0,0,1380,337
2021,석회석류,뉴질랜드,0,0,0,1
2021,석회석류,대 만,0,0,60,11
2021,석회석류,독 일,0,1,352,140
2021,석회석류,레바논,,,,
2021,석회석류,말레이시아,0,0,0,0
2021,석회석류,멕시코,0,0,0,0
2021,석회석류,모 로 코,0,0,582,130
2021,석회석류,모잠비크,,,,
2021,석회석류,몽 골,69,9,0,0
2021,석회석류,미 국,65,12,1207,466
2021,석회석류,미얀마,0,1,0,0
2021,석회석류,방글라데시,,,,
2021,석회석류,베 트 남,66,13,472123,13864
2021,석회석류,브 라 질,1,5,0,0
2021,석회석류,스 웨 덴,,,,
2021,석회석류,스위스,,,,
2021,석회석류,스 페 인,0,0,166,48
2021,석회석류,싱가포르,0,1,0,0
2021,석회석류,UAE,0,0,0,0
2021,석회석류,영 국,0,0,3,2
2021,석회석류,오 만,0,0,696,622
2021,석회석류,우즈베키스탄,210,21,0,0
2021,석회석류,이 라 크,,,,
2021,석회석류,이 란,,,,
2021,석회석류,이 집 트,0,0,0,0
2021,석회석류,이탈리아,0,0,1081,341
2021,석회석류,인 도,1,4,0,1
2021,석회석류,인도네시아,168,60,6,1
2021,석회석류,일 본,317548,7512,1752712,34592
2021,석회석류,중 국,22773,3387,45857,3822
2021,석회석류,캄보디아,0,1,0,0
2021,석회석류,캐 나 다,0,0,0,0
2021,석회석류,태 국,20,3,0,0
2021,석회석류,튀니지,,,,
2021,석회석류,튀르키예,0,0,558,152
2021,석회석류,파키스탄,0,0,26,5
2021,석회석류,포르투갈,0,0,0,0
2021,석회석류,프 랑 스,0,0,27,15
2021,석회석류,필 리 핀,27,6,154766,4066
2021,석회석류,헝가리,,,,
2021,석회석류,호 주,2,35,0,0
2021,석회석류,홍콩,7,1,0,0
2022,석회석류,과테말라,,,,
2022,석회석류,그 리 스,0,0,963,1123
2022,석회석류,남아프리카공화국,0,0,0,0
2022,석회석류,네덜란드,0,2,0,0
2022,석회석류,노르웨이,0,0,1099,253
2022,석회석류,뉴질랜드,,,,
2022,석회석류,대 만,,,,
2022,석회석류,독 일,0,4,237,107
2022,석회석류,레바논,0,0,0,0
2022,석회석류,말레이시아,0,0,0,0
2022,석회석류,멕시코,,,,
2022,석회석류,모 로 코,,,,
2022,석회석류,모잠비크,0,0,0,0
2022,석회석류,몽 골,33,4,0,0
2022,석회석류,미 국,48,32,1001,498
2022,석회석류,미얀마,,,,
2022,석회석류,방글라데시,0,2,0,0
2022,석회석류,베 트 남,93,32,615420,18551
2022,석회석류,브 라 질,,,,
2022,석회석류,스 웨 덴,0,0,0,0
2022,석회석류,스위스,1,2,0,0
2022,석회석류,스 페 인,0,0,11,2
2022,석회석류,싱가포르,0,1,0,0
2022,석회석류,UAE,0,0,0,0
2022,석회석류,영 국,0,0,14,17
2022,석회석류,오 만,0,0,336,200
2022,석회석류,우즈베키스탄,85,10,0,0
2022,석회석류,이 라 크,0,1,0,0
2022,석회석류,이 란,0,0,124,26
2022,석회석류,이 집 트,,,,
2022,석회석류,이탈리아,0,0,1536,475
2022,석회석류,인 도,0,0,0,0
2022,석회석류,인도네시아,67,42,0,0
2022,석회석류,일 본,301731,7067,1503042,37284
2022,석회석류,중 국,5302,633,10055,2381
2022,석회석류,캄보디아,,,,
2022,석회석류,캐 나 다,0,0,0,0
2022,석회석류,태 국,0,0,17,11
2022,석회석류,튀니지,0,0,21,6
2022,석회석류,튀르키예,6,4,0,0
2022,석회석류,파키스탄,0,0,411,57
2022,석회석류,포르투갈,,,,
2022,석회석류,프 랑 스,0,0,315,112
2022,석회석류,필 리 핀,34,5,0,0
2022,석회석류,헝가리,34,12,0,0
2022,석회석류,호 주,0,0,0,0
2022,석회석류,홍콩,0,0,0,0
2021,규석,남아프리카공화국,,,,
2021,규석,네덜란드,0,0,1006,250
2021,규석,뉴질랜드,,,,
2021,규석,대 만,31,19,881,754
2021,규석,덴마크,,,,
2021,규석,독 일,0,0,987,364
2021,규석,러시아연방,0,0,3,6
2021,규석,마다가스카르,,,,
2021,규석,말레이시아,0,0,0,0
2021,규석,몽,,,,
2021,규석,미 국,19942,7874,27,43
2021,규석,베 트 남,92,43,440,70
2021,규석,벨 기 에,0,0,1827,478
2021,규석,브라질,,,,
2021,규석,사우디아라비아,0,0,0,0
2021,규석,스리랑카,0,0,1145,262
2021,규석,스위스,,,,
2021,규석,스페인,,,,
2021,규석,싱가포르,0,0,0,0
2021,규석,영 국,0,0,0,1
2021,규석,우크라이나,0,0,0,0
2021,규석,이집트,,,,
2021,규석,이탈리아,0,0,0,1
2021,규석,인 도,0,0,57865,6755
2021,규석,인도네시아,0,0,1,1
2021,규석,일 본,2109,152,34,63
2021,규석,중 국,3433,2101,81945,25777
2021,규석,체코공화국,,,,
2021,규석,캐 나 다,0,0,0,0
2021,규석,태 국,1560,497,0,0
2021,규석,튀르키예,4,2,5340,1304
2021,규석,파키스탄,0,0,384,39
2021,규석,페루,,,,
2021,규석,프랑스,0,1,0,1
2021,규석,필리핀,,,,
2021,규석,헝가리,,,,
2021,규석,호 주,0,2,0,0
2021,규석,홍 콩,0,0,0,0
2022,규석,남아프리카공화국,0,0,0,0
2022,규석,네덜란드,0,2,684,169
2022,규석,뉴질랜드,0,1,0,0
2022,규석,대 만,39,26,887,757
2022,규석,덴마크,0,0,0,1
2022,규석,독 일,0,0,1519,522
2022,규석,러시아연방,,,,
2022,규석,마다가스카르,0,0,0,0
2022,규석,말레이시아,0,1,0,0
2022,규석,몽골,0,0,0,0
2022,규석,미 국,4598,1850,75,586
2022,규석,베 트 남,241,141,144,28
2022,규석,벨 기 에,0,0,3853,892
2022,규석,브라질,0,0,0,0
2022,규석,사우디아라비아,,,,
2022,규석,스리랑카,0,0,1660,416
2022,규석,스위스,0,1,0,0
2022,규석,스페인,0,0,0,0
2022,규석,싱가포르,13,7,0,0
2022,규석,영 국,0,0,0,2
2022,규석,우크라이나,,,,
2022,규석,이집트,0,0,0,0
2022,규석,이탈리아,1,0,50,7
2022,규석,인 도,0,0,58467,7854
2022,규석,인도네시아,0,1,0,0
2022,규석,일 본,7057,281,25,61
2022,규석,중 국,1997,1391,16986,4416
2022,규석,체코공화국,48,16,0,0
2022,규석,캐 나 다,0,0,0,0
2022,규석,태 국,1555,527,20,14
2022,규석,튀르키예,1,2,9360,2372
2022,규석,파키스탄,0,0,1255,125
2022,규석,페루,0,0,0,0
2022,규석,프랑스,0,3,0,0
2022,규석,필리핀,7678,253,0,0
2022,규석,헝가리,3,1,0,0
2022,규석,호 주,,,,
2022,규석,홍 콩,0,0,0,0
2021,마그네사이트,그리스,0,0,659,591
2021,마그네사이트,네덜란드,0,0,35,40
2021,마그네사이트,대 만,287,189,0,0
2021,마그네사이트,독 일,10,43,138,847
2021,마그네사이트,러시아연방,0,17,14,25
2021,마그네사이트,말레이시아,112,145,0,0
2021,마그네사이트,멕시코,7,26,0,0
2021,마그네사이트,미 국,1,17,669,1225
2021,마그네사이트,베트남,75,128,3,4
2021,마그네사이트,불가리아,0,0,0,4
2021,마그네사이트,브라질,,,,
2021,마그네사이트,사우디아라비아,0,0,262,162
2021,마그네사이트,사이프러스,,,,
2021,마그네사이트,스위스,0,0,0,0
2021,마그네사이트,스페인,0,0,0,9
2021,마그네사이트,싱가포르,1,10,0,0
2021,마그네사이트,UAE,5,13,0,0
2021,마그네사이트,영 국,0,0,61,151
2021,마그네사이트,오스트리아,0,0,0,0
2021,마그네사이트,이스라엘,0,0,456,998
2021,마그네사이트,이집트,,,,
2021,마그네사이트,이탈리아,0,0,7,12
2021,마그네사이트,인 도,27,46,46,147
2021,마그네사이트,인도네시아,177,218,0,0
2021,마그네사이트,일 본,60,44,8403,9922
2021,마그네사이트,중 국,58,158,237674,98537
2021,마그네사이트,체코공화국,0,0,0,0
2021,마그네사이트,쿠웨이트,,,,
2021,마그네사이트,태 국,0,0,0,0
2021,마그네사이트,튀르키예,0,0,80,45
2021,마그네사이트,파키스탄,0,0,0,0
2021,마그네사이트,폴란드,0,0,0,0
2021,마그네사이트,프랑스,0,0,46,104
2021,마그네사이트,필리핀,0,0,0,0
2021,마그네사이트,헝가리,2,3,0,0
2021,마그네사이트,호주,,,,
2021,마그네사이트,홍 콩,2,4,0,0
2022,마그네사이트,그리스,0,0,586,578
2022,마그네사이트,네덜란드,0,0,481,400
2022,마그네사이트,대 만,365,208,0,0
2022,마그네사이트,독 일,0,1,72,571
2022,마그네사이트,러시아연방,11,84,0,0
2022,마그네사이트,말레이시아,10,72,0,0
2022,마그네사이트,멕시코,0,0,0,0
2022,마그네사이트,미 국,17,39,462,1042
2022,마그네사이트,베트남,92,164,0,1
2022,마그네사이트,불가리아,0,0,0,0
2022,마그네사이트,브라질,0,0,0,0
2022,마그네사이트,사우디아라비아,0,0,225,197
2022,마그네사이트,사이프러스,0,0,0,0
2022,마그네사이트,스위스,,,,
2022,마그네사이트,스페인,0,0,1,6
2022,마그네사이트,싱가포르,0,7,0,0
2022,마그네사이트,UAE,22,89,0,0
2022,마그네사이트,영 국,0,0,83,244
2022,마그네사이트,오스트리아,,,,
2022,마그네사이트,이스라엘,0,0,326,786
2022,마그네사이트,이집트,0,0,0,0
2022,마그네사이트,이탈리아,0,0,21,45
2022,마그네사이트,인 도,6,16,9,63
2022,마그네사이트,인도네시아,116,153,0,0
2022,마그네사이트,일 본,0,0,8174,8655
2022,마그네사이트,중 국,34,79,197682,80875
2022,마그네사이트,체코공화국,0,0,0,0
2022,마그네사이트,쿠웨이트,0,0,0,0
2022,마그네사이트,태 국,,,,
2022,마그네사이트,튀르키예,0,0,120,90
2022,마그네사이트,파키스탄,,,,
2022,마그네사이트,폴란드,,,,
2022,마그네사이트,프랑스,0,0,32,148
2022,마그네사이트,필리핀,,,,
2022,마그네사이트,헝가리,0,1,0,0
2022,마그네사이트,호주,0,0,0,0
2022,마그네사이트,홍 콩,1,1,0,0
2021,무연탄,남아프리카공화국,,,,
2021,무연탄,대만,55,44,0,0
2021,무연탄,러시아연방,0,0,2617288,362847
2021,무연탄,말레이시아,34,20,0,0
2021,무연탄,멕시코,5,4,0,0
2021,무연탄,미국,,,,
2021,무연탄,미얀마,214,52,0,0
2021,무연탄,베 트 남,4,14,208280,35267
2021,무연탄,UAE,13,3,0,0
2021,무연탄,영국,,,,
2021,무연탄,인도네시아,10,30,0,0
2021,무연탄,일본,0,0,0,1
2021,무연탄,중 국,0,0,67040,14460
2021,무연탄,체코공화국,,,,
2021,무연탄,캐나다,,,,
2021,무연탄,태 국,2,2,0,0
2021,무연탄,페루,0,0,91680,8077
2021,무연탄,필 리 핀,92,38,0,0
2021,무연탄,호 주,0,0,3490636,468574
2022,무연탄,남아프리카공화국,0,0,0,0
2022,무연탄,대만,,,,
2022,무연탄,러시아연방,0,0,2107356,643188
2022,무연탄,말레이시아,44,35,0,0
2022,무연탄,멕시코,3,4,0,0
2022,무연탄,미국,0,0,0,0
2022,무연탄,미얀마,92,37,0,0
2022,무연탄,베 트 남,11,9,133510,52308
2022,무연탄,UAE,,,,
2022,무연탄,영국,0,0,0,0
2022,무연탄,인도네시아,50,65,0,1
2022,무연탄,일본,,,,
2022,무연탄,중 국,0,0,167591,60433
2022,무연탄,체코공화국,34,27,0,0
2022,무연탄,캐나다,0,0,0,0
2022,무연탄,태 국,,,,
2022,무연탄,페루,0,0,191089,59128
2022,무연탄,필 리 핀,140,74,0,0
2022,무연탄,호 주,0,0,2784568,845991
2021,유연탄,남아프리카공화국,0,0,2872362,358967
2021,유연탄,네덜란드,0,0,0,0
2021,유연탄,뉴질랜드,0,0,330077,45819
2021,유연탄,덴마크,0,0,152289,12394
2021,유연탄,러시아연방,0,0,19336265,2203388
2021,유연탄,말레이시아,,,,
2021,유연탄,모잠비크,0,0,1263719,222633
2021,유연탄,몽골,0,0,0,0
2021,유연탄,미 국,0,0,3035614,304217
2021,유연탄,브라질,,,,
2021,유연탄,사우디아라비아,,,,
2021,유연탄,스위스,,,,
2021,유연탄,싱가포르,0,0,0,0
2021,유연탄,UAE,,,,
2021,유연탄,에스토니아,,,,
2021,유연탄,영국,0,0,0,0
2021,유연탄,인도,0,0,85948,5584
2021,유연탄,인도네시아,0,0,18919109,1514197
2021,유연탄,일본,0,0,0,0
2021,유연탄,중국,0,0,248442,41740
2021,유연탄,카자흐스탄,,,,
2021,유연탄,캐나다,0,0,9991706,1172955
2021,유연탄,콜롬비아,0,0,2793417,285969
2021,유연탄,튀르키예,0,0,0,0
2021,유연탄,페루,,,,
2021,유연탄,필리핀,0,0,380506,26734
2021,유연탄,호주,0,0,57696256,7290879
2022,유연탄,남아프리카공화국,0,0,6055282,1344575
2022,유연탄,네덜란드,0,0,0,0
2022,유연탄,뉴질랜드,0,0,266863,83844
2022,유연탄,덴마크,,,,
2022,유연탄,러시아연방,0,0,24389921,5044346
2022,유연탄,말레이시아,0,0,0,0
2022,유연탄,모잠비크,0,0,1591823,548024
2022,유연탄,몽골,,,,
2022,유연탄,미 국,0,0,4612012,881128
2022,유연탄,브라질,0,0,0,2
2022,유연탄,사우디아라비아,0,0,80000,16740
2022,유연탄,스위스,0,0,79148,20548
2022,유연탄,싱가포르,0,0,61750,16303
2022,유연탄,UAE,0,0,37526,8669
2022,유연탄,에스토니아,0,0,0,0
2022,유연탄,영국,0,0,0,0
2022,유연탄,인도,,,,
2022,유연탄,인도네시아,0,0,24616912,3240179
2022,유연탄,일본,,,,
2022,유연탄,중국,0,0,353901,109612
2022,유연탄,카자흐스탄,0,0,0,0
2022,유연탄,캐나다,0,0,8627632,2623922
2022,유연탄,콜롬비아,0,0,1750612,404802
2022,유연탄,튀르키예,,,,
2022,유연탄,페루,0,0,0,1
2022,유연탄,필리핀,0,0,2028751,283954
2022,유연탄,호주,0,0,43199502,11603948
2021,갈탄,미국,0,0,0,0
2021,갈탄,인도,0,0,1,0
2021,갈탄,인도네시아,,,,
2021,갈탄,중국,,,,
2021,갈탄,캐나다,0,0,0,0
2021,갈탄,호주,0,0,25,26
2022,갈탄,미국,0,0,23,14
2022,갈탄,인도,,,,
2022,갈탄,인도네시아,0,0,0,0
2022,갈탄,중국,0,0,20,5
2022,갈탄,캐나다,0,0,63,45
2022,갈탄,호주,,,,
2021,토탄,그리스,0,0,43,22
2021,토탄,네덜란드,0,0,6561,2073
2021,토탄,네팔,0,0,0,0
2021,토탄,덴마크,0,0,21,11
2021,토탄,독일,0,0,3109,792
2021,토탄,라트비아,0,0,64260,15832
2021,토탄,러시아연방,0,0,26674,2430
2021,토탄,리투아니아,0,0,4454,1292
2021,토탄,말레이시아,,,,
2021,토탄,몽골,,,,
2021,토탄,미국,0,0,43,43
2021,토탄,미얀마,18,9,0,0
2021,토탄,베트남,1,0,0,0
2021,토탄,벨기에,0,0,1033,378
2021,토탄,벨라루스,,,,
2021,토탄,스리랑카,0,0,0,0
2021,토탄,스웨덴,,,,
2021,토탄,싱가포르,,,,
2021,토탄,UAE,0,0,0,0
2021,토탄,아일랜드,,,,
2021,토탄,에스토니아,0,0,8095,1889
2021,토탄,우크라이나,0,0,25,5
2021,토탄,이탈리아,0,0,25,16
2021,토탄,인도,19,2,0,0
2021,토탄,인도네시아,,,,
2021,토탄,일본,20,73,0,0
2021,토탄,중국,0,0,100,21
2021,토탄,캐나다,0,0,3364,1421
2021,토탄,폴란드,0,0,747,253
2021,토탄,프랑스,,,,
2021,토탄,핀란드,0,0,0,0
2021,토탄,호주,0,0,26500,2279
2022,토탄,그리스,0,0,24,10
2022,토탄,네덜란드,0,0,4842,1630
2022,토탄,네팔,,,0,0
2022,토탄,덴마크,0,0,19,7
2022,토탄,독일,0,0,663,187
2022,토탄,라트비아,0,0,56607,13998
2022,토탄,러시아연방,0,0,27100,2543
2022,토탄,리투아니아,0,0,6136,1962
2022,토탄,말레이시아,0,0,0,0
2022,토탄,몽골,5,8,0,0
2022,토탄,미국,0,0,34,46
2022,토탄,미얀마,,,,
2022,토탄,베트남,1,0,0,0
2022,토탄,벨기에,0,0,1643,556
2022,토탄,벨라루스,0,0,20,2
2022,토탄,스리랑카,,,,
2022,토탄,스웨덴,0,0,130,114
2022,토탄,싱가포르,2,0,0,0
2022,토탄,UAE,,,,
2022,토탄,아일랜드,0,0,0,0
2022,토탄,에스토니아,0,0,6745,1679
2022,토탄,우크라이나,,,,
2022,토탄,이탈리아,0,0,18,10
2022,토탄,인도,,,,
2022,토탄,인도네시아,7,6,0,0
2022,토탄,일본,7,26,2,36
2022,토탄,중국,0,0,1000,281
2022,토탄,캐나다,0,0,2891,1671
2022,토탄,폴란드,0,0,2310,592
2022,토탄,프랑스,0,0,0,0
2022,토탄,핀란드,0,0,0,0
2022,토탄,호주,,,,
